Student_ID,Exam_Score,Weight_Apple (g),Height (cm),Daily_Sales ($),Lifespan_Bulb (hrs)
1331,85.31,156.99,184.43,4398.45,936.62
1332,82.19,156.84,167.52,4574.71,982.5
1333,67.87,160.15,176.21,4837.18,982.56
1334,84.91,172.01,153,5222.93,1038.5
1335,71.49,121.5,161.93,4756.41,1001.99
1336,66.63,130.51,159.16,4313.29,1035.3
1337,63.87,154.59,168.38,5818.41,940.21
1338,66.98,135.51,189.38,5205.83,994.61
1339,66.12,217.56,173.68,4158.1,1026.52
1340,71.7,160.31,183.56,5233.05,1062.11
1341,71.61,148.43,167.96,5129.5,943.04
1342,70.03,139.69,180.92,4425.56,957.95
1343,74.37,140.4,186.59,5956.04,1025.26
1344,81.91,150.6,169.13,5107.91,1080.58
1345,79.5,152.24,165.69,4826.7,1014.29
1346,55.15,140.87,159.46,4933.21,944.5
1347,44.46,144.54,167.53,5355.13,945.48
1348,79.34,176.89,170.66,4942.25,1006.74
1349,56.33,177.69,186.25,4935.57,1017.88
1350,67.75,155.04,159.64,5852.77,988.94
1351,58.3,123.17,170.48,3865.28,946.05
1352,51.98,160.77,155.49,3998.76,1055.07
1353,75.41,181.09,166.59,5621.57,982.56
1354,77.59,177.4,172.49,6932.68,1026.35
1355,64.23,164.69,174.1,5701.2,911.34
1356,44.09,178.45,174.71,6491.37,1060.06
1357,64.54,151.07,173.18,4652.5,965.76
1358,73.92,162.56,174.64,4490.34,1067.23
1359,55.21,136.38,170.37,5365.23,1030.64
1360,71.83,155.85,161.62,5762.92,928.56
1361,69.85,176.59,155.19,3950.76,1012.28
1362,75.79,138.21,165.63,4829.43,1082.83
1363,71.2,132.77,168.92,4978.39,970.1
1364,60.27,151.95,180.03,4456.9,1082.92
1365,81.97,145.47,169.2,4550.22,1019.29
1366,68.41,162.98,168.43,5674.46,1067.02
1367,69.73,140.93,173.08,5375.75,1007.97
1368,60.67,184.37,167.84,5638.76,993.8
1369,65.57,124.21,176.48,5269.5,1091.86
1370,61.15,175.07,185.83,4301.39,1036.07
1371,68.27,134.7,187.53,5338.48,988.23
1372,87.12,114.08,170.78,4238.33,1021.19
1373,56.28,154.76,172.7,4750.6,971.76
1374,53.86,144.91,182.63,4171,1005.39
1375,84.71,127.81,168.8,4511.29,1059.78
1376,67.91,116.37,175.43,5072.38,991.91
1377,63.31,149.83,160.92,4634.01,956.27
1378,80.4,169.52,167.51,4293.47,951.66
1379,63.94,161.7,179.25,5910.24,1003.68
1380,88.26,151.13,164.25,4904.33,959.62
1381,76.78,159.58,168.98,4577.66,928.36
1382,65.12,149.46,157.41,4134.08,940.07
1383,91.57,121.41,186.05,3502.4,1058.75
1384,63.94,121.58,180.1,4822.36,992.88
1385,77.42,145.94,171.5,3897.43,1002.89
1386,72.99,146.79,174.06,5569.63,951.67
1387,83.02,167.02,173.17,5023.59,970.93
1388,85.62,165.15,181.07,6246.69,969.31
1389,70.32,162.1,165.85,5178.46,986.16
1390,62.47,144.39,175.86,4418.67,917.08
1391,74.6,122.39,178.62,3495.99,1054.48
1392,63.22,158.24,179.72,5645.24,999.18
1393,90.13,160.5,151.93,3960.84,1010.1
1394,71.37,102.23,165.21,4673.48,1045.72
1395,66.35,133.31,161.85,6339.27,1041.89
1396,71.85,136.18,171.2,5488.79,971.25
1397,56.53,152.37,153.87,5311.89,1030.22
1398,60.28,133.93,153.64,5755.46,1029.71
1399,82,149.24,187.36,5725.64,1015.8
1400,63.43,145.79,174.94,6264.76,1053.06
1401,59.53,146.82,170.97,4518.26,1039.98
1402,75.37,135.67,172.91,4698.65,1036.37
1403,81.86,137.22,171.17,4262.09,1068.26
1404,77.19,128.39,177.98,4973.84,1001.43
1405,79.96,157.6,164.94,4894.21,1002.89
1406,62.43,161.42,171.49,3596.04,1040.96
1407,55.78,134.59,171.82,4476.88,991.08
1408,85.01,180.41,161.63,6151.29,1024.08
1409,66.77,143.71,180.22,5195.37,971.99
1410,67.49,180.6,166.43,5572.32,886.03
1411,83.28,137.16,178.14,4903.56,1029.89
1412,75.56,109.47,170.92,3490.33,922.57
1413,74.56,158.04,183.07,4897.09,965.04
1414,91.65,154.97,161.67,5833.36,1041
1415,63.56,150.69,161.32,4051.45,1041.59
1416,79.28,137.16,162.75,5597.63,1058.76
1417,70.57,149.31,171.07,3638.53,899.01
1418,72.69,139.77,182.33,5016.15,1014.8
1419,85.28,143.95,182.74,5435.61,987.12
1420,75.08,166.83,151.52,4750.31,1049.41
1421,75.38,153.68,172,6977.98,1073.82
1422,80.73,162.2,144.3,4605.45,934.55
1423,66.35,145.36,176.36,4537.27,1000.79
1424,61.61,143.16,178.95,5163.59,1041.63
1425,59.55,126.93,169.68,4396.02,983.1
1426,50.34,142.6,170.67,3846.93,1087.28
1427,90.56,83.58,170.59,4121.86,979.93
1428,58.97,138.2,163.72,5606.39,984.99
1429,67.79,148.36,173.45,4756.05,946.33
1430,67.23,161.27,168.15,6361.62,1007.7
1431,73.07,144.63,177.44,4647.01,849.09
1432,78.16,156.95,169.09,5568.41,987.61
1433,78.6,106.4,163.11,5408.67,1063.45
1434,64.17,148.86,157.71,4635.08,930.16
1435,68.33,116.41,155.09,4296.95,919.08
1436,72.83,125.83,180.5,3614.56,1055.81
1437,67.51,146.26,166.34,5442.5,1062.59
1438,86.07,175.53,172.71,5958.61,932.22
1439,74.91,157.42,184.27,3728.06,1086.64
1440,77.35,150.36,165.5,4703.64,1021.62
1441,76.63,149.61,164.98,4466.47,1052.44
1442,81.73,135.73,168.94,5441.1,960.41
1443,71.81,139.12,170.24,4737.08,1074.45
1444,57.03,158.55,185.1,6058.38,986.6
1445,74,122.29,182.53,4692.49,984.4
1446,63.49,161.86,174.97,4010.89,1024.12
1447,64.71,142.23,181.6,4624.96,980.4
1448,75.86,166.51,168.57,4713.11,923.96
1449,82.38,169.22,172.39,5420.88,1006.59
1450,70.21,116.54,167.59,4701.18,984.09
1451,73.09,138.37,159.68,5352.08,961.6
1452,87.02,132.89,179.63,4367.61,1062.03
1453,72.41,113.75,174.25,4764.26,1119.62
1454,96.02,129.35,170.14,4371.97,954.04
1455,75.66,198.83,169.98,4322.69,1009.87
1456,52.39,162.19,157.95,6019.87,980.08
1457,77.53,188.35,162.18,4427.9,1114.42
1458,73.81,166.58,172.69,4721.92,1024.59
1459,82.9,135.16,165.77,5835.68,1046.35
1460,76.73,142.36,168.26,5600,1059.09
1461,68.62,161.77,169.16,6312.97,1006.51
1462,57.76,158.75,164.54,5386.24,990.68
1463,67.91,138.45,162.26,4519.68,1075.95
1464,61.49,119.8,157.1,6645.72,1038.89
1465,64.19,215.76,168.83,5465.66,957.71
1466,75.89,147.18,174.95,4876.24,963.79
1467,86.7,143.49,156.85,5045.97,980.52
1468,73.95,152.27,169.81,5143.43,1057.96
1469,58.04,145.15,172.25,4810.55,1073.67
1470,74.45,152.45,162.08,3899.32,1107.59
1471,81.97,175.74,181.38,6301.38,964.56
1472,63.9,147.51,166.91,4982.53,1007.01
1473,68.66,126.75,169.19,5146.8,979.99
1474,70.15,146.77,168.71,6662.52,990.88
1475,62.15,140.71,155.83,4453.37,1046.49
1476,76.48,178.48,178.07,5524.39,997.71
1477,68.79,173.42,162.36,4366.16,1065.79
1478,74.2,152.15,168.11,5256.82,974.19
1479,61.13,124.43,174.78,5161.2,1037.07
1480,65.63,125.48,181.69,5632.48,977.86
1481,77.22,150.3,161.36,5966.53,908.14
1482,66.27,156.73,166.43,4536.38,948.93
1483,87.27,142.51,181.06,6133.34,1006.21
1484,66,140.4,173.71,6189.98,1096.07
1485,72.25,138.14,175.37,4800.01,977.02
1486,79.33,149.53,161.59,4994.73,991.54
1487,55.82,102.34,166.97,4604.52,1024.48
1488,52.39,127.97,168.66,4755.65,970.03
1489,54.74,137.46,163.14,4037.22,975.81
1490,82.63,174.15,156.6,5622.03,1003.61
1491,64.48,133.72,165.92,3359.76,978.17
1492,95.58,153.61,180.83,4442.32,910.85
1493,64.36,154.53,170.47,4963.07,967.49
1494,71.85,175.96,180.99,6039.84,1030.75
1495,85.42,175.25,171.43,4563.8,1032.3
1496,90.06,148.85,163.88,5342.28,1066.81
1497,90.62,140.49,180.22,4935.21,1062.78
1498,82.08,136.72,171.7,5756.1,954.99
1499,80.24,145.18,177.69,5300.47,962.73
1500,75.93,141.32,161.45,5664.17,964.94
1501,77.78,161.07,178.31,4559.49,992.4
1502,64.49,158.41,178.55,4188.78,968.84
1503,61.82,161.84,172.32,5293.7,991.27
1504,69.97,175.19,163.54,4609.82,956.39
1505,68.3,187.26,169.63,5024.26,1039.22
1506,65.47,152.49,174.89,5253.82,952.6
1507,76.96,171.99,171.88,5993.53,950.12
1508,79.55,142.97,174.81,5629.26,1026.01
1509,70.88,173.7,178.1,4455.19,1036.11
1510,84.78,171.23,164.81,4083.98,988.74
1511,58.58,170.17,160.76,6365.9,1043.45
1512,68.06,151.88,169.7,3733.87,1039.84
1513,62.83,136.63,167.36,4638,1094.96
1514,51.33,122.11,176.29,5516.2,1036.65
1515,69.17,149.2,161.4,6311.01,1085.36
1516,68.78,180.66,178.16,4848.27,1003.1
1517,85.13,143.8,180.83,5021.87,1069.98
1518,76.31,165.7,170,4299.98,1071.04
1519,59.76,166.88,170.49,5101.29,992.87
1520,88.54,144.33,163.86,4079.88,965.57
1521,82.21,176.33,165.66,4399.77,974.37
1522,75.82,91.83,166.73,5611.11,1020.76
1523,67.74,125.54,181.54,4653.14,942.51
1524,60.41,131.69,169.43,5733.8,977.31
1525,66.28,133.61,159.42,4877.19,1059.86
1526,80.89,156.73,172.04,3904.93,1033.34
1527,88.85,155.8,176.61,5934.69,882.37
1528,85.43,157.88,169.8,3947.74,933.37
1529,65.11,161.92,181.75,4518.57,1107.94
1530,58.8,131,176.22,4840.24,1058.98
1531,71.41,125.64,161.61,5804.66,970.85
1532,52.32,157.93,165.59,4578.81,925.58
1533,73.23,137.4,171.81,4258.63,937.52
1534,68.52,118.59,156.67,5130.14,1025.46
1535,65.34,169.43,172.69,4828.83,1098.85
1536,54.05,177.9,155.91,4626.09,1095.66
1537,75.14,181.14,178.19,5173.19,921.22
1538,64.67,153.74,177.26,4037.12,985.21
1539,58.3,162.52,174.04,3622.53,957.15
1540,41.28,177.4,164.59,6710.98,1006.85
1541,69.72,137.17,171.36,5083.35,933.45
1542,87.72,172.21,165.89,5139.34,972.71
1543,86.61,155.51,161.75,4374.41,956.64
1544,65.43,168.27,167.29,5718.16,1026.18
1545,63.98,153.72,175.59,4573.21,974.26
1546,74.69,175.93,170.35,2771.08,981.44
1547,60.02,154.47,181.61,4546.37,1025.55
1548,73.02,120.32,176.13,4774.87,1082.13
1549,77.66,179.04,175.27,4863.93,1105.79
1550,82.27,131.05,157.13,4840.79,1022.8
1551,69,175.06,167.72,4484.07,995.57
1552,67.96,148.2,161.49,4406.78,1065.81
1553,61.22,173.52,168.54,4761.62,1058.36
1554,61.73,172.7,164.45,3683.62,1044.09
1555,67.74,158.6,166.98,3433.92,921.03
1556,73.67,160.17,178.49,5078.44,1060.41
1557,79.14,158.45,173.8,5091.79,1017.91
1558,61.97,109.72,178.06,5703.52,955.31
1559,84.93,152.37,157.19,4795.55,966.41
1560,67.29,127.68,170.46,4045.1,1029.1
1561,69.79,153.42,177.73,3448.28,874.42
1562,62.53,127.14,182.05,4287.84,993.73
1563,45.76,126.3,157.62,5338.02,967.25
1564,78.84,182.1,167.19,6153.16,962.15
1565,77.37,171.39,178.27,5043.27,977.14
1566,67.19,149.92,168.46,4029.13,926.03
1567,70.67,153.7,162.72,4296.06,1052.62
1568,75.16,145.04,157.6,4321.04,893.61
1569,54.37,161.4,162.41,4675.21,1008.46
1570,64.71,136.48,156.49,5896.72,957.62
1571,77.94,169.87,170.47,5959.13,1099.18
1572,57.46,144.94,177.17,4862.2,1001.13
1573,72.94,141.6,159.91,5146.46,893.83
1574,56.43,150.43,172.06,4361.95,1027.34
1575,74.66,138.18,176.76,3632.07,945.37
1576,69.64,156.57,169.98,6430.67,1049.24
1577,53.85,139.25,157.11,3142.01,1030.89
1578,81.65,159.37,173.09,3531.33,1073.63
1579,62.65,174.32,169.56,6437.12,1009.35
1580,61.9,135.61,168.75,5013.29,1040.96
1581,72.01,147.39,165.63,4099.27,1002.14
1582,81.49,159.23,170.69,5546.16,970.52
1583,59.84,141.28,174.08,5618.44,1053.29
1584,70.62,159.29,189.13,3933.85,938.48
1585,74.29,161.11,170.9,4573.72,998.18
1586,76.93,171.67,182.09,5701,971.57
1587,71.76,137.88,172.86,4346.48,1042.1
1588,66.33,131.14,169.2,5225.73,952.67
1589,61.72,143.85,171.19,6139.85,979.56
1590,70.86,130.64,160.23,3086.01,1002.2
1591,59.28,161.29,172.45,4727,1074.39
1592,40.79,126.76,154.06,5209.31,973.37
1593,74.37,196.66,163.1,3566.36,979.96
1594,79.04,175.92,170.88,4576.31,932.59
1595,46.37,150.25,179.55,5835.6,950.85
1596,59.9,167.35,181.44,4436.55,1020.65
1597,76.19,117.26,168.11,3812.54,1001.6
1598,90.57,200.47,171.25,5904.67,1002.41
1599,70.21,138.2,177.87,5355.6,1087.06
1600,62.72,147.59,159.36,4944.91,916.39
1601,68.17,112.88,173.24,4921.29,1115.89
1602,83.75,159.73,163.38,5822.63,1058.91
1603,63.54,127.87,168.63,5235.62,983.71
1604,62.01,152.03,166.33,5516.49,1019.56
1605,65.17,139.11,173.48,4445.95,965.86
1606,60.47,128.45,174.4,3466.12,1015.96
1607,71.23,133.91,177.13,5497.53,1107.49
1608,86.25,154.52,172.79,5880.74,967.69
1609,73.23,124.37,171.37,4820.35,988.4
1610,67.48,135.02,184.83,5710.21,962.16
1611,67.08,163.27,157.81,4731.83,970.19
1612,54.37,202.05,183.56,4927.44,979.87
1613,78.83,159.55,167.68,6401.94,945.26
1614,69.22,131.65,174.57,4766.78,986.82
1615,68.2,142.66,167.39,4719.54,1002.71
1616,101.93,150.63,164.38,3504.02,979.84
1617,72.99,143.01,173.88,5552.06,885.05
1618,62.48,168.06,178.34,4432.13,992.28
1619,65.74,154.35,173.78,5117.78,997.64
1620,81.48,168.16,165.66,4747.97,1094.88
1621,71.13,143.71,198.89,4643.37,1001.34
1622,55.62,176.51,179.59,4905.82,1046.78
1623,79.19,146.67,177.47,4967.32,978.72
1624,63.32,130.58,167.18,5940.86,1064.91
1625,88.73,193.55,165,6216.17,952.77
1626,80.8,113.5,167.76,5520.57,1025.25
1627,65.53,135.23,178.65,6017.24,1042.02
1628,82.81,137.46,162.08,5683.32,1034.68
1629,70.68,200.17,161.45,5395.69,1108.21
1630,78.53,186.14,174.32,6164.11,970.78
1631,74.85,179.88,172.55,3953.22,1070.69
1632,61.54,143.39,163.84,4452.43,1057.78
1633,63.56,198.52,161.27,4343.28,1002.47
1634,80.3,157.37,181.5,4758.89,1091.96
1635,66.65,169.55,172.86,5548.72,992.67
1636,65.96,153.59,159.09,4107.92,1001.12
1637,60.45,149.01,159.65,5402.24,999.73
1638,74.24,144.96,167.11,4530.35,936.34
1639,90.63,145.81,175.86,4722.35,1038.08
1640,59.32,162.17,174.76,5160.33,1030.27
1641,70.24,157.34,179.05,6345,994.77
1642,84.12,149.37,158.08,4430.12,1088.13
1643,69.2,180.19,171.79,4935.93,978.14
1644,74.52,90.66,181.41,4137.42,913.51
1645,59.38,160.2,180.66,4422.44,1095.11
1646,74.28,164.35,172.87,4130.13,1050.56
1647,68.13,172.94,188.78,5195.83,1031.3
1648,79.86,148.7,174.87,5340.25,983.03
1649,81.87,154.16,178.34,5549.64,1017.1
1650,95.9,169.72,170.36,4397.08,936.98
1651,75.8,179.82,163.75,5406.35,988.74
1652,73.26,143.99,163,5090.48,954.82
1653,71.94,155.34,171.45,4953.8,1013.09
1654,66.47,183.57,168.31,4006.86,1046.17
1655,73.38,107.52,155.85,5122.6,947.62
1656,67.05,136.2,161.79,5147.97,1036.25
1657,71.68,179.32,167.45,5081.38,1009.99
1658,83.18,171.85,175.82,5320.04,1034.19
1659,59.93,160.45,169.87,5555.68,987.89
1660,81.4,141.03,169.42,4121.58,1035.2
1661,83.17,132.36,162.1,4826.64,965.21
1662,68.82,138.18,170.19,5412.61,915.89
1663,48.78,180.96,180.55,4785.28,927.3
1664,63.92,137.43,171.24,5767.54,974.86
1665,82.97,152.03,157.94,5072.14,919.37
1666,69.77,134.93,159.99,3436.06,1077.52
1667,60.01,166.86,174.71,5671.54,995.86
1668,64.95,139.23,168.21,4906.32,1045.96
1669,78.41,148.05,169.4,3584.23,1039.35
1670,75.47,116.33,165.1,4798.17,1000.32
1671,67.61,117.73,174.03,3985.31,1176.83
1672,66.33,150.15,167.59,5602.51,1146.38
1673,66.08,123.5,168.51,4971.33,1069.59
1674,60.78,192.1,163.19,4261,954.74
1675,86.15,108.77,177.37,5648.68,1071.65
1676,66.78,134,168.23,5366.82,912.57
1677,82.17,150.33,174.86,4811.39,1069.84
1678,85.21,142.7,160.45,4003.52,872.19
1679,79.98,127.92,183.87,4326.02,984.05
1680,65.68,130.84,180.22,4314.03,1060.46
1681,74.04,130.19,154.72,5597.2,1019.26
1682,69.76,144.27,163.58,3655.28,926.07
1683,60.96,189.04,173.82,4962.21,1008.51
1684,73.24,151.56,159.44,4799.77,1019.28
1685,58.21,173.66,168.95,5828.43,1010.24
1686,81.88,160.14,173.41,5186.19,979.64
1687,65.35,172.28,168.52,5428.17,1042.75
1688,72.01,94,174.31,4579.71,1057.25
1689,72.83,143.91,164.45,4015.2,992.29
1690,67.41,176.14,152.05,4739.62,1075.98
1691,75.87,138.57,177.86,5621.73,992.19
1692,65.25,185.25,177.81,5619.91,975.51
1693,78.71,179.68,190.03,4655.53,1067.85
1694,56.54,140.62,152.34,4311.4,1066.02
1695,71.26,139.94,176.01,4154.66,968.99
1696,89.39,129.73,154.25,4890.7,961.74
1697,60,137.41,184.05,5109.24,1088.22
1698,63.22,125.35,173.9,6178.55,994.87
1699,75.14,158.58,162.38,5098.66,1000.16
1700,71.8,120.88,176.24,5491.01,987.39
1701,73.51,162.07,165.58,4375.63,1066.08
1702,74.89,162.56,172.4,5033.36,1107.21
1703,76.35,116.78,171.65,5112.06,1003.5
1704,81.1,181,183.95,4887.58,1120.89
1705,74.1,160.27,184.52,4982.54,972.27
1706,67.59,164.99,165.22,5100.97,985.86
1707,76.73,134.83,178.46,5384.83,1033.65
1708,89,162.45,172.84,5935.29,959.15
1709,68.67,172.53,158.7,3187.56,1033.01
1710,60.25,148.03,164.43,5890.99,974.08
1711,81.07,190.04,188.69,3631.35,922.79
1712,68.8,150.88,172.86,5247.01,912.87
1713,48.27,172.82,178,6884.5,983.81
1714,78.47,155.86,168.3,4965.97,1020.88
1715,64.65,161.71,165.68,5144.02,931.94
1716,69.09,116.57,170.22,4751.79,1008.93
1717,73.32,157.42,167.87,5533.81,1009.07
1718,71.9,135.3,158.05,5289.77,991.62
1719,77.09,133.07,161.97,4459.16,953.69
1720,65.65,184.88,175.66,4908.52,1012.01
1721,75.13,145.72,166.95,4105.25,992.88
1722,67.4,129.93,170.21,4904.85,1049.09
1723,77.39,142.82,171.88,4664.5,935.36
1724,76.15,123.99,172.5,5109.23,1005.7
1725,60.65,178.68,179.17,4432.07,936.41
1726,80.86,136.09,161.21,4828.45,988.15
1727,64.64,160.59,174.56,5007.02,945.25
1728,78.08,177.12,176.04,5062.73,954.14
1729,73.67,140,177.89,5219.43,999.81
1730,88.38,160.64,158.7,4860.67,971.72
1731,67.77,129.4,172.04,4370.65,1073.33
1732,66.51,198.92,183.73,5065.66,1058.96
1733,69.81,168.73,169.21,4856.91,1040.24
1734,66.97,146.15,173.87,5819.72,1039.25
1735,78,134.54,176.24,5920.59,1006.51
1736,53.84,147.72,161.8,3902.34,1065.24
1737,59.46,143.2,184.67,5493.72,985.3
1738,59.32,189.06,174,5654.2,1105.97
1739,79.5,125.49,174.16,3923.33,952.89
1740,87.11,152.7,156.7,5463.58,943.56
1741,68.96,149.63,176.36,5716.76,930.25
1742,68.31,147.65,174.05,4240.28,938.96
1743,70.7,147.83,182.99,4810.93,918.53
1744,81.62,147.68,167.51,5149.06,1010.7
1745,60.73,167.46,162.1,5456.37,1042.69
1746,72.38,162.18,164.54,4209.25,1001.71
1747,79.75,158.38,165.96,5925.61,930.74
1748,75.01,89.32,161.05,3376.52,976.52
1749,71.9,156,180.32,6059,1042.07
1750,80.01,116.89,180.62,5440.21,982.9
1751,42.97,162.93,168.43,4502.58,960.08
1752,76.78,179.49,166.86,5691.52,924.31
1753,63.46,131.48,155.48,4161.76,978.86
1754,51.69,144.76,175.57,5091.95,964.87
1755,75.11,138.01,183.23,5190.8,995.68
1756,83.74,174.71,164.9,5188.91,1023.82
1757,68.63,151.9,169.07,4328.23,985.88
1758,79.53,184.57,173.47,4603.14,1009.24
1759,86.12,158.28,183.8,5101.4,1023.6
1760,83.15,154.85,171.6,4418.61,938.51
1761,86.4,151.36,171.56,5217.16,1094.3
1762,77.42,166.36,171.43,4508.7,962.93
1763,70.75,115.25,158.6,5800,1025.83
1764,53.98,151.71,158.43,6250.15,943.2
1765,67.54,148.6,163.54,4762.03,1005.51
1766,61.57,164.51,178.1,5736.21,1007.34
1767,91.71,146.25,167.32,4830.16,1082.95
1768,68.24,129.23,165.76,4250.86,988.37
1769,71.23,150.15,165.62,4659.43,1064.97
1770,75.51,128.34,168.9,5068.46,1014.52
1771,70.44,111.49,183.62,3570.43,1092.61
1772,86.95,164.54,168.79,5500.53,911
1773,63.77,161.58,163.71,5068.82,1024.11
1774,71.95,159.34,170.2,5800.44,866.36
1775,62.58,176.06,184.04,5486.51,997.1
1776,56.8,136.7,165.98,5095.96,1051.05
1777,63.88,121.38,160.55,4715.33,1072.28
1778,69.63,148.6,165.99,6218.29,1036.93
1779,65.71,143.05,171.03,6735.9,985.47
1780,63.08,133.15,175.51,4728.68,1027.26
1781,55.94,148.4,178.06,5833.83,1125.82
1782,69.17,137.77,161.63,4434.6,1003.77
1783,54.95,113.28,162.39,4529.85,1048.05
1784,77.6,141.18,167.41,4691,978.53
1785,70.82,127.27,175.48,5547.75,1053.52
1786,55.42,154.63,159.92,4140.07,1045.3
1787,66.91,136.88,165.14,6239.97,969.47
1788,62.48,172.23,165.26,5750.3,1038.87
1789,73.19,182.08,177.53,5529.21,1041.24
1790,83.4,163.59,174.23,4764.95,1037
1791,51.25,118.98,177.23,5663.59,997.94
1792,71.15,180.1,180.71,2666.11,1061.45
1793,68.4,181.51,167.55,5352.72,953.25
1794,76.71,150.38,160.5,5128.1,1000.49
1795,72.13,176.46,160.55,3491.03,1005.57
1796,62.48,138.97,155.3,5325,1058.57
1797,66.81,112.68,166.33,5472.71,951.68
1798,62.04,134.79,166.93,3517.01,1012.05
1799,80.76,184.59,176.3,4050.58,975.38
1800,70.21,120.18,170.14,6651.51,1005.47
1801,89.01,149.99,166.08,4850.92,1019.61
1802,69.39,150.68,169.07,5780.5,936.08
1803,62.92,139.74,161.69,5901.44,1063.2
1804,54.86,141.13,178.2,5315.15,1021.39
1805,51.97,151.44,163.71,5813.79,957.07
1806,54.16,138.76,160.88,3309.69,982.94
1807,72.67,121.56,176.54,4815.58,1074.71
1808,75.09,154.3,174.59,2535.52,1020.79
1809,54.19,171.47,156.21,3603.13,951.76
1810,78.95,167.39,176.84,4563.19,960.82
1811,65.17,133.81,164.07,4467.69,1031.24
1812,71.47,124.98,167.01,5033.13,1037.24
1813,86.12,144.32,171.5,4983.48,1018.14
1814,78.97,181.36,174.69,5106.99,985.43
1815,67.31,162.91,173.56,5139.77,1040.48
1816,61.09,164.08,169.6,5266.34,984.41
1817,48.48,167.8,166.6,4232.76,957.27
1818,62.81,158.42,173.3,4420.17,1079.33
1819,67.89,152.41,169.05,4970.5,1024.44
1820,60.13,163.25,184.44,4982.93,960.76
1821,68.69,139.08,174.69,4134.46,1006.71
1822,70.77,121.71,162.61,5865.25,1001.36
1823,67.75,164.46,166.18,5579.84,982.5
1824,63.5,174.75,170.39,4312.23,1011.68
1825,71.69,127.64,180.4,4833.31,953.57
1826,74.42,166.44,181.29,6607.63,1043.68
1827,59.1,183.62,166.83,5128.46,999.69
1828,84.11,149.96,162.53,5316.55,919.53
1829,69.01,133.64,161.51,4512.85,988.59
1830,70.19,152.46,172.02,4749.51,969.21
1831,77.08,138.99,188.43,6209.06,850.48
1832,72.33,137.67,174.31,5090.64,992.21
1833,79.53,158.66,157.25,4943.26,1051.84
1834,72.87,117.93,164.19,5006.11,994.61
1835,63.88,121.12,165.01,7036.31,1035.41
1836,73.62,150.39,163.42,5031.85,1000.42
1837,58.56,149.55,166.9,4335.94,977.18
1838,71.09,156.87,172.96,4475.72,963.42
1839,69.67,187.5,175.46,5624.6,935.86
1840,67.92,152.09,178.73,3857.22,1046.29
1841,68.71,161.96,174.19,5360.47,1036.54
1842,51.18,130.49,154.37,4420.95,986.09
1843,64.51,165.36,161.54,3512.98,898.79
1844,70.93,139.47,168.74,4215.94,1023.6
1845,71.6,151.43,171.18,5022.03,954.76
1846,59.72,147.82,176.89,6116.13,1007.19
1847,82.66,170.66,170.35,5730.66,922.94
1848,61.34,123.8,170.41,4765.05,1004.6
1849,79.69,104.34,171.9,5777.75,993.43
1850,74.27,145.73,167.96,4714.58,879.51
1851,63.54,159.37,170.7,3826.79,1080.9
1852,87.75,153.05,179.01,5016.87,983.72
1853,58.06,174.64,169.33,3795.25,987.04
1854,79.19,158.75,169.76,5633.13,1026.73
1855,80.01,138.72,169.73,5644.7,997.47
1856,63.29,103.49,180.38,4296.02,1018.2
1857,83.92,145.25,161.14,5116.48,942.78
1858,67.5,170.56,184.21,5108.84,992.89
1859,72.89,142.16,160.59,5697.57,904.53
1860,72.6,150.57,164.77,4003.95,988.12
1861,68.66,158.43,175.96,5479.59,1072.25
1862,78.11,129.69,178.24,3946.58,924.7
1863,77.93,162.46,158.77,5621.75,982.46
1864,52.51,182.74,161.26,5850.16,893.8
1865,83.04,146.54,172.22,4464.33,1000.4
1866,53.38,127.42,188.76,5975.3,1023.31
1867,80.33,148.67,179.97,3740.77,1019.17
1868,81.27,105.51,168.02,5879.67,969.91
1869,59.09,156.74,150.65,6150.76,892.79
1870,65.89,159.05,170.65,5276.65,937.92
1871,58.94,183.51,172.9,4843.58,1062.82
1872,67.85,146.12,166.94,5249.94,1043.95
1873,66.92,158.17,163.19,4516.99,995.43
1874,77.8,132.77,171.27,7099.7,1008.11
1875,83.1,142.87,162.46,4530.77,948.62
1876,83.96,119.5,184.98,6053.92,1064.53
1877,64.38,146.1,182.13,4407.02,964.04
1878,67.91,143.89,175.26,6277.45,1021.86
1879,53.17,155.98,170.72,6609.86,933.6
1880,61.94,137.53,164.72,5308.79,991.09
1881,79.65,151.67,169.83,5229.33,1062.42
1882,86.16,143.33,183.11,4234.74,952.65
1883,57.66,143.37,176.95,4139.47,1037.47
1884,64.08,151.61,171.63,5238.33,945.96
1885,69.74,150.81,177.39,6166.55,954.9
1886,72.8,165.22,174.36,4561.44,999.55
1887,61.9,147.59,173.17,6766.34,1048.58
1888,74.24,143,177.84,4511.88,985.09
1889,65.26,146.38,174.14,5183.51,1030.93
1890,69.86,135.71,176.87,5185.61,1057.21
1891,75.46,142.8,171.29,4918.77,961.44
1892,70.06,190.62,167.97,3364.94,923.74
1893,65.64,131.75,165.61,4504.74,982.22
1894,68.9,144.43,164.66,5159.71,1063.65
1895,69.12,142.25,157.16,4923.21,959.37
1896,66.3,145.06,162.7,5508.96,1050.75
1897,67.41,143.38,162.47,5605.47,986.87
1898,85.99,155.58,165.94,4807.94,1087.81
1899,75.61,115.8,182.5,4230.06,1112.27
1900,67.05,170.74,168.74,6238.65,1051.57
1901,76.97,162.65,171.93,3915.63,917.67
